org_id,week1_activities,week2_activities,week3_activities,week4_activities,total_activities,converted,trial_start_date,trial_end_date
235c4b261aa9fef704bff7150929139d,133,204,101,4,442,1,2024-01-14,2024-02-13
238a8b9a4d2687f54b05c7687fb07cf5,51,0,0,0,51,0,2024-02-08,2024-03-09
239d1774d4e2d661649755e172e02ca8,17,0,0,0,17,0,2024-02-29,2024-03-30
23a85dd950960409eeb94a355272fd39,42,0,0,0,42,0,2024-03-06,2024-04-05
23ca557687191e3c3617bdb254446fe0,3,0,0,0,3,0,2024-02-14,2024-03-15
23d640c186405f3ffa0dff31bbd3d338,27,0,0,0,27,0,2024-02-13,2024-03-14
23f20bd9b802261dd5ee596e76fc3cbc,5,2,0,0,7,0,2024-02-29,2024-03-30
23f9199b1b3adba933e3deb8e0c1003c,4,0,0,0,4,0,2024-03-02,2024-04-01
23ffb8858432874e23d4b4eadb643ca1,38,4,0,0,42,0,2024-03-08,2024-04-07
240ad598e0ec51d112efe8b11f54eb6b,8,0,0,0,8,1,2024-02-19,2024-03-20
240ffe745c1b853df22428d590b50087,38,0,0,0,38,0,2024-02-26,2024-03-27
241a0a22cea04f335ea48a7151c9577f,12,12,10,11,45,0,2024-03-22,2024-04-21
2431dd724f9787bf364c2b6d50741991,4,0,0,0,4,0,2024-03-28,2024-04-27
245185214fe7885b53bf032d432c6fd1,17,4,0,0,21,0,2024-01-11,2024-02-10
249be7e69e6dd51dc18020caf46ab53b,13,0,0,0,13,0,2024-02-02,2024-03-03
24a46d3d64770ca6e39ef26d45046a22,3,0,0,0,3,1,2024-02-06,2024-03-07
24a5f49f1d23af6d78f6b716ddd22c04,17,0,0,0,17,0,2024-02-29,2024-03-30
24bec0ae271020edb1f43d18f702fc5b,60,0,0,0,60,0,2024-02-21,2024-03-22
24d9423550977294b04540e48ed620bd,30,0,0,0,30,0,2024-03-12,2024-04-11
24f5246f36684ad0d7eb3a6f6cdffff0,10,0,0,0,10,0,2024-02-22,2024-03-23
24f790172e0fd0b2af50c364eb64026c,53,29,33,16,131,0,2024-03-03,2024-04-02
252ce108eaaabc37dbf995b8f10bc86c,82,9,0,0,91,1,2024-03-10,2024-04-09
255abe91d6fde310c2cad4383128babe,45,0,0,0,45,0,2024-03-20,2024-04-19
25a6ab67f3f49c5816716387c079455c,68,7,11,28,114,0,2024-01-30,2024-02-29
25a94a90ba1770285ffa9b4ec23cee39,8,0,0,0,8,0,2024-01-19,2024-02-18
25b1d2bb5f664d075b4ab3548e028876,7,0,0,0,7,1,2024-01-02,2024-02-01
25c4df6b082e9b9dbd16eb567b30c62a,17,0,0,0,17,0,2024-03-10,2024-04-09
25d31db83d1770a73dd9324c0f80d836,8,48,15,4,75,1,2024-02-07,2024-03-08
25f9631cfdd7929666640b3783c4dd20,49,4,0,0,53,0,2024-02-27,2024-03-28
265748fd94e69986726d33248c14cb41,0,0,0,3,3,1,2024-02-10,2024-03-11
265998c3eaa0d8a3314d1753aea02147,27,0,0,0,27,1,2024-01-06,2024-02-05
2664c519b8760e8454bdf3daf57514b9,7,0,0,0,7,0,2024-02-20,2024-03-21
266dd06897b8a100fec485aa2f7ec512,3,0,0,0,3,0,2024-03-05,2024-04-04
268297cf1e70ad9cbbcba2e1d7596410,3,0,0,0,3,0,2024-02-03,2024-03-04
26b23ff8af16e658bb8791457e06f639,20,0,0,0,20,1,2024-02-01,2024-03-02
26e6e8660edefb3e396a58cfc498fc85,3,0,0,0,3,0,2024-03-19,2024-04-18
26ec14519cb2973eae2869f9348b1aa2,33,2,0,9,44,0,2024-02-11,2024-03-12
274597e10df30ec79e7b8ea7666338a9,3,0,0,0,3,1,2024-01-22,2024-02-21
274be2d467062f1fc78994d59beea27f,5,0,0,0,5,0,2024-03-14,2024-04-13
27792006dceddbb291ce01f1c9690ebb,8,0,0,0,8,1,2024-03-20,2024-04-19
277f54ff4bc0eeaff2d328025f6ac3bc,4,0,0,0,4,0,2024-02-15,2024-03-16
2790d798ac14bcc7fb75bafb2faa18d4,10,0,0,0,10,1,2024-01-27,2024-02-26
27a3ba5a0f26c072d5c8cc060f071449,6,0,0,0,6,1,2024-01-23,2024-02-22
27ac382fd8813361708437e45794dac4,11,0,0,0,11,0,2024-02-07,2024-03-08
27b6a21949477f47adb59d926efb2b5c,68,75,99,30,272,0,2024-03-29,2024-04-28
27d647a888777f0d8f1db1a8ac016006,76,0,0,0,76,0,2024-01-16,2024-02-15
27f0f6f863600e43c17be49ff0d8b76b,175,80,38,57,350,1,2024-03-25,2024-04-24
284270ea64c5c4127a7235dfe061770b,5,0,3,0,8,0,2024-02-22,2024-03-23
284746c1d3d16056bd0ac1f13dc90416,53,14,18,1,86,1,2024-01-02,2024-02-01
28525e762cc010fb72c50b69ba16abf8,37,32,19,18,106,0,2024-02-05,2024-03-06
2860ba1640605f4b0261774773d4bd0e,13,0,0,0,13,0,2024-03-27,2024-04-26
28647dd9cf1f31aad29f2e260d1790fb,4,0,0,0,4,0,2024-01-11,2024-02-10
288f2de30071a2182634e2c2f41b338a,138,15,0,4,157,0,2024-01-21,2024-02-20
28991ae77438a6a901e6b22a729b2c57,21,2,0,14,37,0,2024-02-06,2024-03-07
28f243ff044a827b7bba6b632e133566,55,0,0,0,55,0,2024-02-13,2024-03-14
29045f2103bef9becf7cf4dcdb797cef,16,0,0,0,16,0,2024-02-24,2024-03-25
29096dbb7d839bd82d4149326b44b9ef,16,0,0,0,16,1,2024-02-08,2024-03-09
295355f126ddcc09165de2770942ab19,16,0,0,0,16,0,2024-02-11,2024-03-12
295c3fb872d5dfdc5527e5cc293b1e2e,5,1,93,228,327,0,2024-03-06,2024-04-05
298053c64143a58e0660f0a655f10593,5,0,0,0,5,0,2024-02-13,2024-03-14
298c444be382a23e9fa74d678442fe70,8,0,0,0,8,0,2024-01-29,2024-02-28
298f5a051571ef1fbc2cf4f45b436041,148,5,1,1,155,1,2024-02-29,2024-03-30
29b5a9ed7031a7c2d6fd7b77bbc3c447,3,0,0,0,3,0,2024-02-10,2024-03-11
29b5cf4bcc8711a47d4ebcbe85c7d996,9,0,0,0,9,1,2024-02-17,2024-03-18
29c3997049bf6c71d8a860a7ef4f3098,3,0,0,0,3,0,2024-03-18,2024-04-17
29d5fa4201f5a09bc74cccd66a7c8cf9,4,0,0,0,4,0,2024-02-29,2024-03-30
29f4b345b056e22e20a0783bf201fcfb,0,0,0,3,3,0,2024-03-11,2024-04-10
2a1be3472ac43b76e03ed45bb5e371ec,64,18,20,13,115,0,2024-02-14,2024-03-15
2a21f0521048ef02bb841ab9e9061bbc,7,0,0,0,7,0,2024-03-29,2024-04-28
2a36f734511c2df75a22561fc514a5aa,61,0,18,22,101,0,2024-01-26,2024-02-25
2ab25be7929c5993ffef2dc6b04832c8,4,0,0,0,4,0,2024-03-21,2024-04-20
2aba4ededbc9ee02d119fe6e3a4cb73a,8,1,0,0,9,0,2024-03-22,2024-04-21
2ae81d755a1e904545daf12fd47ef027,2,0,0,1,3,0,2024-03-21,2024-04-20
2b14cd41f119b2be0a9d6a5a4b5a27f0,0,0,4,431,435,0,2024-03-20,2024-04-19
2b15e126456f0fd021a3b0afc8130dcd,4,6,0,0,10,0,2024-03-25,2024-04-24
2b1e44a8620a124035059ada5fe6214c,11,0,0,0,11,1,2024-03-18,2024-04-17
2b2f0eb5e2897422c184af895f00515a,4,0,0,0,4,0,2024-02-18,2024-03-19
2b538469d087978ee0adf9f0b8dfa3d5,120,0,0,0,120,0,2024-01-30,2024-02-29
2b6114c528342d6f6b2f24fbdf8992ef,3,0,0,0,3,0,2024-01-13,2024-02-12
2b7377caa9aa435894558bacb1eb3332,133,0,0,0,133,1,2024-03-29,2024-04-28
2b80c5b0e94f758fb55c405430405a13,104,0,0,0,104,0,2024-01-29,2024-02-28
2bac3174005f920ceb710d68021596d0,16,0,0,0,16,1,2024-02-23,2024-03-24
2c241b240d178c1dcb5b2b3b5a7c2af0,62,0,0,0,62,0,2024-02-15,2024-03-16
2c49cfcc66f9ad316c1011debf200eda,9,0,0,0,9,1,2024-02-15,2024-03-16
2c90c62d5ca014ebb718f1dbb1a34c28,131,115,127,157,530,0,2024-01-08,2024-02-07
2c99ff6dcac314f12f172d891726bd6d,6,0,0,0,6,0,2024-01-23,2024-02-22
2ca6092f04ce8cdc3426c197fed291c6,95,18,21,29,163,0,2024-01-01,2024-01-31
2cda24a4a47b9152743c66f2191a8a39,6,0,0,0,6,0,2024-02-14,2024-03-15
2d18bdd90870ad2597e58f68493b7672,10,0,0,0,10,0,2024-03-07,2024-04-06
2d22e93aeb64a29913fb0d9ca1793617,18,0,0,0,18,0,2024-02-14,2024-03-15
2d27865c1c01ac844528f73cc0b301c9,4,0,0,6,10,0,2024-03-21,2024-04-20
2d3c4347deb90cf05290df80f0ee855e,157,0,0,0,157,1,2024-03-12,2024-04-11
2d6bdcb956797359b9d15b4fb4800611,3,0,0,0,3,0,2024-02-27,2024-03-28
2d96a450784ba8b8c5cb8e260bdcc127,8,23,0,36,67,0,2024-01-13,2024-02-12
2dfb333b3dae7e6806f587b590612d60,84,0,0,0,84,0,2024-01-13,2024-02-12
2e59883683f9baf2a5df4bd9a615c187,0,0,4,0,4,0,2024-01-09,2024-02-08
2ef9430b39afae3ae8163b8e5c1b7a0a,113,0,0,0,113,0,2024-01-17,2024-02-16
2f0875297666617218b1bfffef5fe49c,24,0,0,0,24,0,2024-02-16,2024-03-17
2f37c79af942516c5085b54d1f49a592,12,0,0,0,12,0,2024-03-09,2024-04-08
2f56444592114a705fc610dc456e377a,6,0,0,0,6,1,2024-02-05,2024-03-06
2f6a3898dd029de3de2ce9bc744bc132,3,0,0,0,3,0,2024-03-15,2024-04-14
2f6ae10433b86dd8173dfc4a4208d3e9,6,0,0,0,6,0,2024-02-16,2024-03-17
2f7a2a2708397417332773725d2a07ba,32,0,0,0,32,1,2024-02-29,2024-03-30
2fb46dabd30bb2c3c5dfafdb84f7029c,17,0,0,0,17,0,2024-02-02,2024-03-03
30293c7e740bb996d9be9549e4bb1330,7,0,0,0,7,0,2024-02-17,2024-03-18
303b6b284cb75739bab15cc093916042,7,0,0,0,7,0,2024-02-26,2024-03-27
30526f2fbb3b7e88255bf2e84e5a4ef9,28,0,0,0,28,0,2024-03-03,2024-04-02
30541e15a252a265eb7335530225f636,14,0,0,0,14,0,2024-02-27,2024-03-28
3057bc13ee2a47810c1a49251a55e26c,13,0,285,6,304,0,2024-02-15,2024-03-16
3094243a603866729af54764eb1605eb,0,4,53,524,581,0,2024-02-22,2024-03-23
309cdbc5340dd603d11e999ca061f387,9,0,0,0,9,1,2024-03-08,2024-04-07
30cad6c50886b69426670afac43cd002,3,0,0,0,3,0,2024-03-15,2024-04-14
30cc69b6591b7309e59191a8a88afff3,15,0,0,0,15,0,2024-01-09,2024-02-08
30d53284f17bcf109c5d334b1dbb0727,5,0,72,218,295,1,2024-01-18,2024-02-17
30ec946cd771d17b61b79181c8d2a2b1,26,0,0,0,26,0,2024-02-15,2024-03-16
312397c192fa1fd95929254d438ea70a,4,0,0,0,4,1,2024-03-26,2024-04-25
315767f1da7062556143d42bb19ba31e,63,6,0,0,69,0,2024-01-31,2024-03-01
3183d964d9ba3fea2b53bc04ecd63197,4,0,0,0,4,0,2024-02-22,2024-03-23
318ec9aef9577e446bae19ac2e0b32e7,86,12,152,74,324,0,2024-02-21,2024-03-22
322575f5e0ba3cb91a1aba056424c7c9,11,0,0,0,11,0,2024-01-02,2024-02-01
324950d5932fc7ef8ab26bac1e847b0b,90,1,0,1,92,0,2024-03-01,2024-03-31
325bbe3c992bfd0f4a206ec2cb65af4d,4,0,0,0,4,0,2024-01-31,2024-03-01
327005a3088cf52bf63c9aa95506a7dd,26,0,0,0,26,1,2024-01-13,2024-02-12
3278fa5ab589673ad7ba9b1f055b40d5,4,0,0,0,4,0,2024-03-05,2024-04-04
32a947e1e87857262fabb667ee156d1b,15,2,0,0,17,1,2024-01-15,2024-02-14
32aaf36ac996938a2ad0eb00afeee299,165,57,78,16,316,0,2024-03-21,2024-04-20
32ad1eef8744a8f8ace72a196c3c70e0,11,0,0,0,11,0,2024-01-25,2024-02-24
32ccf2e91e78212e505f4201e33583df,22,0,0,0,22,1,2024-01-31,2024-03-01
32e0a18fb35892a696a8c8f8fb791c77,21,0,0,0,21,0,2024-02-14,2024-03-15
32e3acfda34247ff3b5c9b4c7a61a355,14,0,0,0,14,0,2024-02-07,2024-03-08
331a2c90e0dd8005b20a1f1d1dd779f5,312,23,115,21,471,1,2024-02-19,2024-03-20
334bedaedc27c30e5514e10e4c8a5c7f,60,9,16,0,85,1,2024-02-18,2024-03-19
334e84fd8e6ab45f39e271aadcc261e6,21,0,0,0,21,0,2024-02-22,2024-03-23
336b126730611dad87a830e0fb1f3610,34,0,0,0,34,0,2024-02-09,2024-03-10
33825ccb96c4cf3b08e17ab31b3c3fd4,144,0,0,0,144,1,2024-01-08,2024-02-07
339700d788ac1d4f9de07cc56814fff1,3,9,0,0,12,0,2024-02-07,2024-03-08
33cb4369c37266cd8994da8878b17b87,8,41,3,0,52,0,2024-03-07,2024-04-06
33f0b98a557961f5ccc519bb972d450f,223,0,0,0,223,0,2024-03-20,2024-04-19
33f25d425aa204c20d860221bcc057dd,4,0,0,0,4,0,2024-01-30,2024-02-29
341364db6109d838d57a68b12524e70e,15,0,5,0,20,1,2024-02-19,2024-03-20
34372dc1782c79a2ef1992cf3eeea694,12,0,0,0,12,0,2024-03-26,2024-04-25
34377961fe6d9a14d928a5545d6ff969,5,0,0,0,5,0,2024-01-22,2024-02-21
343b4cc7f6dcb4dc1eec3fa78ed9a045,16,0,0,0,16,0,2024-03-29,2024-04-28
344707ee2709824d87b93c3208b64d28,19,13,0,0,32,0,2024-03-04,2024-04-03
34d50aad0209c58a3938915d430eae89,7,0,0,0,7,1,2024-02-19,2024-03-20
354ed698684a0b88804d74f3a79f0b64,14,24,58,55,151,0,2024-03-19,2024-04-18
3571b20aaece20a075f6a461bc4f64f9,7,0,0,0,7,0,2024-02-13,2024-03-14
35af11ef256f03809ee37232b17b76f1,49,67,25,52,193,0,2024-01-08,2024-02-07
35ef164f441c37c96e19d11622604347,9,0,0,0,9,0,2024-02-29,2024-03-30
36052c3bc0c1681d19f08cae13c26722,5,0,0,0,5,0,2024-03-13,2024-04-12
36085896c9beb66cb175f783f2a8e3b6,3,0,2,0,5,0,2024-02-27,2024-03-28
3612595b5d2d1c6d70a3942a93417e47,6,0,0,0,6,1,2024-01-26,2024-02-25
364762dcfe5c7632bb91f2f2186a22f1,62,0,0,0,62,1,2024-01-08,2024-02-07
3695372bdc0a85e5b6b49846a5c4d04d,31,0,34,1,66,0,2024-02-20,2024-03-21
36af31068526d3610771b9ca3a43574e,58,65,57,106,286,0,2024-02-28,2024-03-29
36c44b934c692ca73055302982179af3,42,0,0,1,43,0,2024-01-23,2024-02-22
36c764a2578e5b11c5e4367cbbe59ac0,11,0,0,0,11,0,2024-01-20,2024-02-19
36cbbff3dc04c3c8d49511b13a0cba03,0,7,86,148,241,0,2024-03-04,2024-04-03
36dcbde80ad1db748cc806b06ab9aacf,489,66,14,0,569,0,2024-01-28,2024-02-27
36faff87fc1c08d12964d15ff9b87127,29,0,0,0,29,0,2024-02-21,2024-03-22
3741a3dd81f9614dd57f77c0204201f6,42,0,0,0,42,0,2024-03-23,2024-04-22
376b786557fd2f5f48053bc7670b4cdc,198,0,0,0,198,0,2024-01-17,2024-02-16
37770a9be202276cccc8663117351cb2,13,0,0,0,13,0,2024-02-23,2024-03-24
37a39bc74dd6ec81766fe8075f62de07,18,0,0,0,18,0,2024-03-13,2024-04-12
37c53ae0608690cd09d1b2537f01ae9a,30,27,34,22,113,0,2024-02-27,2024-03-28
37c77264896852707387f771311502f2,31,0,0,0,31,0,2024-03-19,2024-04-18
37cbd6507565506fa3b630e9a7f89f12,13,0,0,0,13,0,2024-03-03,2024-04-02
37eec7c87a2f1369c28aeee3a657938e,17,16,0,0,33,0,2024-01-16,2024-02-15
38075cca95ab83bd978470b605c2aa7a,0,0,7,1,8,0,2024-02-12,2024-03-13
3827abcc7550931fafbccfe018a7faa0,6,0,0,0,6,0,2024-03-12,2024-04-11
38382b139748661f7998102d6fa36c59,24,0,0,0,24,1,2024-01-05,2024-02-04
386d1f802cb0a676120b7cb4917fa6d8,10,0,0,0,10,0,2024-02-14,2024-03-15
3879fd5c14cac65384df2f97ceedee79,3,0,0,0,3,0,2024-01-09,2024-02-08
3884605b9549fb2c5d8e6f8406f2a04a,6,1,0,0,7,0,2024-03-29,2024-04-28
38a309092afd9b6da40f95514d3795af,3,0,0,0,3,1,2024-01-11,2024-02-10
38a790cbe120ed298f510ba04526231b,18,0,0,0,18,0,2024-01-08,2024-02-07
38f0e5f3d271e6620bcecd25704365bb,3,0,0,0,3,0,2024-02-23,2024-03-24
38f1dd36ec6de594b74af2e517d76a53,3,0,0,0,3,1,2024-01-15,2024-02-14
390596a278187083495d6710210bfaa7,55,0,0,0,55,0,2024-01-27,2024-02-26
391ecc7e47391e527add5f08068c997a,0,6,0,446,452,0,2024-03-24,2024-04-23
3942a6135046ef9bb7dc157ca170e03a,14,0,0,0,14,0,2024-01-13,2024-02-12
3974f6173d17a85c952e38bb9235a0a1,4,0,0,0,4,0,2024-02-26,2024-03-27
39833499fe1e254cc5d7672747b60cfd,6,0,2,0,8,0,2024-02-08,2024-03-09
399ce372056a542fdd53e6d199f85589,29,0,1,0,30,1,2024-02-18,2024-03-19
39adf22f2db2d9f6e7147eac62fef276,10,0,0,0,10,0,2024-01-14,2024-02-13
39bcba1179835b23af28f40eb7a40ea4,9,0,0,0,9,0,2024-03-20,2024-04-19
39ee224053de226dbfbe0ca7c7f65bb9,3,0,0,0,3,1,2024-03-01,2024-03-31
39feed385f23299de6d459fde1be1d6f,2,0,5,0,7,0,2024-03-01,2024-03-31
3a124fc21f3c03f54a74beeb04082f49,18,0,0,0,18,0,2024-01-15,2024-02-14
3a1d8731ae4d315bdc9be6832cff3d0c,38,0,74,163,275,1,2024-01-09,2024-02-08
3a31a30ad7d30da6f98ce429e47445c5,5,0,0,0,5,1,2024-03-14,2024-04-13
3a5acf87a927536f76490fc8a507e17b,109,66,10,13,198,0,2024-01-01,2024-01-31
3a6adc16bf91a0ab56338955b0c5cac0,33,0,0,0,33,0,2024-01-14,2024-02-13
3aa3c46d090995b93e5c8e416ef1b1d8,4,0,0,4,8,0,2024-03-12,2024-04-11
3ab4252eb47336bae37d438bf50e725a,4,0,0,0,4,0,2024-01-09,2024-02-08
3ac4676efe2fd2c2ee39d35fc528f2c4,5,0,0,0,5,1,2024-02-02,2024-03-03
3ad51b871b7721d0461899e87b45e2a2,5,0,0,0,5,0,2024-03-14,2024-04-13
3adbb7c167367d71ef28398bb04ced02,0,0,11,0,11,1,2024-02-05,2024-03-06
3af4c4a48a8cd8e9ac586b594e8b6f17,11,78,0,81,170,0,2024-02-08,2024-03-09
3aff86430e51e2d82f5bd4d1662759d0,53,0,0,0,53,0,2024-03-20,2024-04-19
3b0dac0d8061589ce0931ac5ded4111d,16,0,0,0,16,1,2024-02-26,2024-03-27
3b190393e943cd790e4d0c345b605c0d,4,0,0,0,4,0,2024-02-19,2024-03-20
3b4928992a1ec88f566a20b25ccbb8bc,100,33,159,151,443,0,2024-02-13,2024-03-14
3b5f82bb225f2b19d15cbfb5f661624f,6,0,0,0,6,0,2024-02-15,2024-03-16
3b90701ee7c8529c8f77bc96f3b37afa,2,32,0,0,34,0,2024-03-27,2024-04-26
3b92b9c9e0c5f2dd0b450025c1991106,44,0,0,0,44,0,2024-03-04,2024-04-03
3b93943e6b08171596eea454b0ac2c90,6,0,0,0,6,0,2024-03-29,2024-04-28
3b97760b73ef1553594ed756059125fa,4,0,0,0,4,0,2024-03-20,2024-04-19
3ba0dddb36dccc5a3b9a05560976524f,151,0,0,0,151,1,2024-02-12,2024-03-13
3ba6c2eafa304913d660cd9cc57f975d,18,0,0,0,18,0,2024-02-19,2024-03-20
3baa890965eacf3b11eb2479280f4fa2,6,0,0,0,6,0,2024-01-23,2024-02-22
3bccbfc805ed21ac7468c2aad622dfa5,6,0,0,0,6,0,2024-01-18,2024-02-17
3bd9f7fcd2c5fd2a4d3f4670343a1656,6,0,0,0,6,1,2024-01-22,2024-02-21
3c2b670afa3156936b5f25361310e384,10,0,0,0,10,0,2024-02-15,2024-03-16
3c482b107ebcd79c4708efc6f494440e,3,0,0,0,3,1,2024-01-02,2024-02-01
3ca8de1ba1a9f5e65245239125661a0c,5,0,0,0,5,0,2024-02-07,2024-03-08
3ce5a5b7dd03ddf5eb5e9403109d04bb,11,0,0,0,11,0,2024-02-20,2024-03-21
3cf5ef5523df6881a577f109e8b12ea7,9,0,0,0,9,0,2024-03-26,2024-04-25
3cf7cc8df0c55891fd1918d9937b82a2,58,48,83,90,279,0,2024-02-20,2024-03-21
3d11ca9cec54f5ddd58ba3e483fa4a3a,109,58,0,14,181,1,2024-02-10,2024-03-11
3d3fcfa15abeb2f44fa2f38f914a472f,19,0,0,0,19,0,2024-01-23,2024-02-22
3d58206749021ea4ac0dfb61f7ae91e2,3,3,5,0,11,0,2024-01-09,2024-02-08
3d5cd2581e2093c34312f19e77cfeef0,3,0,0,0,3,0,2024-03-21,2024-04-20
3d72226351b743f0e530625927c8fbbe,0,12,0,33,45,1,2024-03-12,2024-04-11
3e0f3b76bfe286c7c25a292742dbcdc5,268,22,2,49,341,0,2024-02-11,2024-03-12
3e11cdaaf869e22c7d492802e96b0c06,0,6,0,0,6,0,2024-02-23,2024-03-24
3e53d1d0c2d2e0b98d5af211d7fa08d0,5,0,0,0,5,1,2024-02-12,2024-03-13
3e67f088d9f15d613855134bac136a8f,6,0,0,0,6,0,2024-03-17,2024-04-16
3e6dac96321ef79b4bc5d483f27a34bd,9,0,0,0,9,0,2024-01-22,2024-02-21
3e851a75b56c8dcb5251ff13b31378c0,9,0,0,0,9,0,2024-03-01,2024-03-31
3ea7870ade3213603d609b808f35582a,3,0,0,0,3,0,2024-02-05,2024-03-06
3eafe5a7fb996bc93b22cf6a9bb54082,77,28,25,36,166,0,2024-01-22,2024-02-21
3ede43f8ddc72c69637bcceda35cedb6,13,0,0,0,13,1,2024-02-21,2024-03-22
3ef51995da8403bffbd05361e2a43e8f,23,0,0,0,23,0,2024-01-21,2024-02-20
3ef9efb31a8b83fb8af6db477ccd4d54,4,0,0,0,4,1,2024-01-12,2024-02-11
3f19f70e3c54ea5f1cb4ff375d50426a,4,0,0,0,4,0,2024-02-28,2024-03-29
3f8a762206935dad5792c4a4fc5354e9,13,0,0,0,13,0,2024-02-22,2024-03-23
3f94e3f667647b1662c2adbb58c69a8d,6,0,0,0,6,1,2024-03-01,2024-03-31
3ffa2c1a92505bdd41a05ee7df375363,46,6,1,43,96,0,2024-03-13,2024-04-12
3fff3c23e71c3ede932006c9b31a7124,5,0,0,0,5,0,2024-01-20,2024-02-19
4021dbe5338de710ab82439bc41bdc5f,3,0,0,0,3,0,2024-01-04,2024-02-03
40277f48110de00f7e01ea38dfbb8026,6,0,0,0,6,1,2024-02-21,2024-03-22
403122439df7d6d5b6bffd8f30b88d01,4,0,0,0,4,0,2024-02-28,2024-03-29
40543426ed74dc1e6d29ceff87986f57,6,1,0,0,7,0,2024-02-09,2024-03-10
406f5170cd46e0ffe30655ce0189de59,71,161,98,104,434,0,2024-03-29,2024-04-28
4079d96c35b3cedd53710d49023dee1f,0,25,12,26,63,0,2024-02-20,2024-03-21
40894978759ca08931fbc95806b44c63,4,0,0,0,4,0,2024-01-15,2024-02-14
408ee78438434d4f8767ed34e9af7fa5,4,0,0,0,4,0,2024-03-22,2024-04-21
409bf41c504aea7c62966498beb1f011,185,2,0,0,187,0,2024-01-05,2024-02-04
40f89844a323c08fc4c6c43c207a0fe7,3,0,0,0,3,1,2024-03-30,2024-04-29
4107751a27d6ded4c54b55647fcaab5d,48,0,0,0,48,0,2024-03-25,2024-04-24
410fea71022afb1ee2f706b42dbffb18,5,0,0,0,5,1,2024-01-24,2024-02-23
416b28f07cdbdf3630e3e8f4d828d814,4,0,0,0,4,0,2024-02-29,2024-03-30
4183b60237fb8f2854f3cc8a0e2566d1,14,6,0,0,20,1,2024-02-14,2024-03-15
41b539360f36d6d28f08304293ace5b4,14,0,0,0,14,0,2024-01-09,2024-02-08
41f84c287a32f1f129a58786272b4870,28,0,0,3,31,0,2024-02-13,2024-03-14
424e1adcd92d905faa7269fcaa010e23,192,68,12,0,272,0,2024-01-08,2024-02-07
425007adc0a4965f98663f8069b656b4,3,0,0,0,3,0,2024-01-25,2024-02-24
425aaa26eb80967c6cd672589e43c765,0,36,10,111,157,0,2024-03-27,2024-04-26
426394d2a914aff2c35a6b7509fdaaf1,0,0,3,0,3,0,2024-01-17,2024-02-16
4272aec621eaf5962410b0a3f8b90af0,4,0,0,0,4,0,2024-03-08,2024-04-07
42a99d938566d4c2457f8adf4c892fc1,10,0,0,0,10,1,2024-01-02,2024-02-01
42dbc1b80837e95f5e3ef0026323f756,3,0,0,0,3,0,2024-01-17,2024-02-16
42e679b567d0a486e8f3fdffc724a425,9,0,0,0,9,0,2024-03-28,2024-04-27
42fd8c7197573b0bc8a605e273635d1a,4,0,0,0,4,1,2024-01-12,2024-02-11
430fafd7c00672fb457b90822b9e2cef,3,0,0,0,3,0,2024-01-28,2024-02-27
432c7a0051e8b9d2fa19f92362924164,209,66,51,29,355,0,2024-03-18,2024-04-17
4378b3cfc6e3f51cd0b7dabc21f7d991,4,0,0,0,4,0,2024-01-31,2024-03-01
437a35a81363c605a2cb9554799f911b,29,0,0,0,29,1,2024-01-04,2024-02-03
4384a9cd3716e66d1d4f22a9db9e36a6,20,0,0,0,20,0,2024-02-07,2024-03-08
43a10a6f38a7ab66c80d5995189773be,10,0,0,0,10,1,2024-02-16,2024-03-17
43ac34e8dc0ad3f2d587f7449f7ee188,13,0,0,0,13,1,2024-03-11,2024-04-10
43bd076ec0568a355a5c994b0b400082,46,0,0,0,46,0,2024-03-04,2024-04-03
43c57ca44b3f96cf5f806fbe2f17954b,3,0,0,0,3,0,2024-03-29,2024-04-28
43f4239207f08089fd3407d94b641c37,20,0,0,0,20,1,2024-01-13,2024-02-12
44012156f7cea4375db87abdd6f16bdf,3,0,0,0,3,0,2024-03-02,2024-04-01
440eeb91cb9533101b1c7773888b1b78,6,5,0,0,11,1,2024-01-29,2024-02-28
44253fa2ecfd03c3e81b3dc07231bdd8,3,0,0,0,3,0,2024-02-01,2024-03-02
4464c098e35573cf971f12b8192f9afb,3,0,0,0,3,0,2024-02-19,2024-03-20
446f68218a9dc9e5dd4dc692b6e28371,17,0,0,0,17,0,2024-01-05,2024-02-04
44850ec746ed3c15ce774dac707da6d5,5,0,0,0,5,0,2024-03-27,2024-04-26
449d19487857f6838cd8ec87dff4e778,3,0,0,0,3,1,2024-01-29,2024-02-28
44a0f9e741c25771481b186fcfd538b6,7,0,0,0,7,1,2024-01-05,2024-02-04
44abbeb9a1d1e1a4d9445207c2d65973,7,0,0,0,7,0,2024-02-06,2024-03-07
44db5cdc15ddb0476f97d7118990bbda,0,0,11,0,11,0,2024-02-09,2024-03-10
453198cc5b7dd4117c13aa1adb1db4e6,5,0,0,0,5,0,2024-01-20,2024-02-19
4552ea775dc43498505635641cebfc89,8,0,0,0,8,0,2024-02-11,2024-03-12
45a468196b54d01634e73a6dc81e1854,9,1,0,0,10,0,2024-02-22,2024-03-23
45eb5ff53d41f172f3b2240f9e3d1ccc,6,0,0,0,6,0,2024-03-04,2024-04-03
4618df022363f17eebde962d6832cde0,16,0,0,0,16,0,2024-03-21,2024-04-20
46256a0284a39237cd4364fbf7a1c4a9,11,0,0,0,11,0,2024-02-19,2024-03-20
